point,bv,notebook,month,day,year,habtype,spp,round,region,area,impound,int,short,tall,pe,pcgrass,up,bg,water,wood,other,crop,central,north,east,south,west,averagewater,plant1,plant2,plant3,waterp,woodp,dead
BK011,v,NA,NA,NA,2013,up,NA,2,ne,bkca,bb2,0,75,15,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,primrose,annual smartweed,sedge,NA,NA,NA
BK012,v,NA,NA,NA,2013,up,NA,2,ne,bkca,bb2,0,35,3,2,NA,20,30,10,0,0,0,0,0,0,0,0,0,annual smartweed,upland,millet,NA,NA,NA
BK004,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,bb2,0,50,0,0,NA,0,0,0,0,0,50,0,0,0,0,0,0,crop,perennial smartweed,arrowhead,NA,NA,NA
BK005,v,NA,NA,NA,2013,up,NA,3,ne,bkca,bb2,0.164772727,65,0,0,NA,0,0,0,0,0,35,0,0,0,0,0,0,crop,dead millett,dead smartweed,NA,NA,NA
BK010,v,NA,NA,NA,2013,up,NA,3,ne,bkca,bb2,0,90,10,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,velvetleaf,spikerush,millet,NA,NA,NA
BK011,v,NA,NA,NA,2013,up,NA,3,ne,bkca,bb2,0,35,45,0,NA,0,20,0,0,0,0,0,0,0,0,0,0,millet,cocklebur,panic grass,NA,NA,NA
AF007S0,b,NA,NA,NA,2013,NA,NA,1,ne,bkca,bb2,0,0,80,0,NA,20,0,0,0,0,0,7.5,5,6.5,7.5,6,6.5,annual smartweed,millet,upland,NA,NA,NA
MB006S1,b,NA,NA,NA,2013,NA,NA,1,ne,bkca,bb2,0.085227273,20,40,0,NA,40,0,0,0,0,0,0,0,0,0,0,0,millet,sesbania,cocklebur,NA,NA,NA
MB007S1,b,NA,NA,NA,2013,NA,NA,1,ne,bkca,bb2,0.068181818,20,40,0,NA,40,0,0,0,0,0,0,0,0,0,0,0,millet,sesbania,cocklebur,NA,NA,NA
AF005S0,b,NA,NA,NA,2013,NA,NA,1,ne,bkca,bb2,0.090909091,20,25,0,NA,15,0,0,0,0,40,0,0,0,0,0,0,corn,cocklebur,millet,NA,NA,NA
AF006S0,b,NA,NA,NA,2013,NA,NA,1,ne,bkca,bb2,0.034090909,20,80,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,annual smartweed,foxtail,millet,NA,NA,NA
MB010S3,b,NA,NA,NA,2013,NA,NA,1,ne,bkca,bb2,0.1875,100,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,annual smartweed,toothcup,primrose,NA,NA,NA
MB008S4,b,NA,NA,NA,2013,NA,NA,1,ne,bkca,bb2,0.090909091,0,70,0,NA,30,0,0,0,0,0,0,0,0,0,0,0,millet,yellow bear sedge,upland,NA,NA,NA
MB009S0,b,NA,NA,NA,2013,NA,NA,1,ne,bkca,bb2,0.164772727,0,70,0,NA,30,0,0,0,0,0,0,0,0,0,0,0,millet,yellow bear sedge,upland,NA,NA,NA
BK002,v,NA,NA,NA,2013,pe,NA,1,ne,bkca,bb3,0,60,0,40,NA,0,0,0,0,0,0,6,5.75,4.5,6.5,7,5.95,annual smartweed,millet,river bulrush,NA,NA,NA
BK009,v,NA,NA,NA,2013,pe,NA,2,ne,bkca,bb3,0,30,0,20,NA,0,0,50,0,0,0,3.5,5,5.75,2.5,3.75,4.1,annual smartweed,perennial smartweed,cattail,NA,NA,NA
BK009,v,NA,NA,NA,2013,pe,NA,1,ne,bkca,bb3,0,0,0,0,NA,80,0,0,0,20,0,0,0,0,0,0,0,goldenrod,upland,upland,NA,NA,NA
BK002,v,NA,NA,NA,2013,pe,NA,2,ne,bkca,bb3,0,0,0,20,NA,80,0,0,0,0,0,0,0,0,0,0,0,upland,millet,river bulrush,NA,NA,NA
CC009,v,NA,NA,NA,2013,ms,NA,1,ne,ccnwr,ccmsu7,0,35,50,10,NA,0,0,0,0,5,0,11,12,9,12,11,11,primrose,millet,annual smartweed,NA,NA,NA
CC010,v,NA,NA,NA,2013,up,NA,1,ne,ccnwr,ccmsu7,0,70,9,1,NA,0,0,10,0,0,10,8.5,16,8.5,4,9,9.2,spikerush,primrose,annual smartweed,NA,NA,NA
CC014,v,NA,NA,NA,2013,up,NA,1,ne,ccnwr,ccmsu7,0,40,0,45,NA,0,0,15,0,0,0,4,4,5.5,3,10,5.3,cattail,primrose,spikerush,NA,NA,NA
CC001,v,NA,NA,NA,2013,up,NA,1,ne,ccnwr,ccmsu7,0,0,55,20,NA,0,0,25,0,0,0,3.5,3,2.5,4,4.5,3.5,perennial smartweed,annual smartweed,cattail,NA,NA,NA
CC006,v,NA,NA,NA,2013,ms,NA,1,ne,ccnwr,ccmsu7,0,0,20,10,NA,0,0,70,0,0,0,3,3.5,3,4,3,3.3,annual smartweed,spikerush,cattail,NA,NA,NA
CC003,v,NA,NA,NA,2013,ms,NA,1,ne,ccnwr,ccmsu7,0,50,0,5,NA,0,10,35,0,0,0,1,3,0,0,5,1.8,annual smartweed,perennial smartweed,cattail,NA,NA,NA
CC005,v,NA,NA,NA,2013,ms,NA,1,ne,ccnwr,ccmsu7,0,0,80,15,NA,0,0,5,0,0,0,2,3,3,1,0,1.8,annual smartweed,spikerush,cattail,NA,NA,NA
CC007,v,NA,NA,NA,2013,ms,NA,1,ne,ccnwr,ccmsu7,0,0,15,65,NA,0,0,20,0,0,0,2,1,1,0,0,0.8,cattail,annual smartweed,hard stemmed bullrush,NA,NA,NA
CC008,v,NA,NA,NA,2013,ms,NA,1,ne,ccnwr,ccmsu7,0,40,55,0,NA,0,0,5,0,0,0,0,0,0,0,2,0.4,annual smartweed,primrose,spikerush,NA,NA,NA
CC015,v,NA,NA,NA,2013,up,NA,1,ne,ccnwr,ccmsu7,0,82,5,10,NA,0,0,0,3,0,0,0,0,0,0,0,0,primrose,millet,annual smartweed,NA,NA,NA
CC011,v,NA,NA,NA,2013,up,NA,1,ne,ccnwr,ccmsu7,0,0,75,0,NA,20,0,0,0,0,5,0,0,0,0,0,0,millet,upland,annual smartweed,NA,NA,NA
CC002,v,NA,NA,NA,2013,ms,NA,1,ne,ccnwr,ccmsu7,0,45,0,5,NA,0,10,40,0,0,0,0,0,0,0,0,0,primrose,annual smartweed,cattail,NA,NA,NA
CC004,v,NA,NA,NA,2013,ms,NA,1,ne,ccnwr,ccmsu7,0,0,60,20,NA,0,0,20,0,0,0,0,0,0,0,0,0,annual smartweed,arrowhead,cattail,NA,NA,NA
DD001S,v,NA,NA,NA,2013,NA,NA,1,ne,ccnwr,ccmsu7,0,90,0,0,NA,0,0,0,10,0,0,0,0,0,0,0,0,spikerush,annual smartweed,frog fruit,NA,NA,NA
CC012,v,NA,NA,NA,2013,ms,NA,1,ne,ccnwr,ccmsu7,0,0,20,0,NA,35,0,0,0,0,45,0,0,0,0,0,0,corn,upland,millet,NA,NA,NA
CC013,v,NA,NA,NA,2013,up,NA,1,ne,ccnwr,ccmsu7,0,65,5,15,NA,5,10,0,0,0,0,0,0,0,0,0,0,arrowhead,annual smartweed,river bulrush,NA,NA,NA
DC007,v,NA,NA,NA,2013,ms,NA,1,se,dcca,dc11,0,0,80,15,NA,0,0,0,5,0,0,0,0,0,0,0,0,perennial smartweed,spikerush,frog fruit,NA,NA,NA
DC007A,v,NA,NA,NA,2013,ms,NA,2,se,dcca,dc11,0,95,4,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,perennial smartweed,primrose,millet,NA,NA,NA
DC006,v,NA,NA,NA,2013,ms,NA,1,se,dcca,dc13,0.045454545,15,0,0,NA,80,0,0,5,0,0,0,0,0,0,0,0,upland,spikerush,button bush,NA,NA,NA
DC006,v,NA,NA,NA,2013,ms,NA,2,se,dcca,dc13,0,30,65,0,NA,0,0,0,5,0,0,0,0,0,0,0,0,millet,annual smartweed,cocklebur,NA,NA,NA
DC010,v,NA,NA,NA,2013,ms,NA,1,se,dcca,dc14,0.056818182,25,70,0,NA,0,0,0,5,0,0,0,0,0,0,0,0,annual smartweed,spikerush,primrose,NA,NA,NA
DC010,v,NA,NA,NA,2013,ms,NA,2,se,dcca,dc14,0,90,5,0,NA,0,0,5,0,0,0,0,0,0,0,0,0,perennial smartweed,spikerush,primrose,NA,NA,NA
DC002,v,NA,NA,NA,2013,up,NA,2,se,dcca,dc14,0,0,95,0,NA,5,0,0,0,0,0,0,0,0,0,0,0,perennial smartweed,spikerush,upland,NA,NA,NA
DC002,v,NA,NA,NA,2013,up,NA,1,se,dcca,dc15,0.090909091,15,80,0,NA,0,3,0,2,0,0,0,0,0,0,0,0,perennial smartweed,spikerush,prairie cord grass,NA,NA,NA
DC011,v,NA,NA,NA,2013,up,NA,1,se,dcca,dc15,0.113636364,15,45,0,NA,0,0,0,40,0,0,0,0,0,0,0,0,annual smartweed,tree,primrose,NA,NA,NA
DC011,v,NA,NA,NA,2013,up,NA,2,se,dcca,dc15,0.096590909,25,40,0,NA,0,0,0,25,0,0,0,0,0,0,0,0,perennial smartweed,tree,primrose,NA,NA,NA
DC002,v,NA,NA,NA,2013,up,NA,2,se,dcca,dc15,0.090909091,35,10,0,NA,35,0,0,20,0,0,0,0,0,0,0,0,perennial smartweed,upland,wood,NA,NA,NA
DC004,v,NA,NA,NA,2013,ms,NA,4,se,dcca,dc16,0,50,0,0,NA,0,0,50,0,0,0,14,15,13,16,15,14.6,toothcup,sedge,NA,NA,NA,NA
dc004,v,NA,NA,NA,2013,ms,NA,1,se,dcca,dc16,0,45,15,0,NA,40,0,0,0,0,0,0,0,0,0,0,0,spikerush,upland,perennial smartweed,NA,NA,NA
DC004,v,NA,NA,NA,2013,up,NA,2,se,dcca,dc16,0,25,70,0,NA,0,2,0,3,0,0,0,0,0,0,0,0,perennial smartweed,spikerush,annual smartweed,NA,NA,NA
dc008,v,NA,NA,NA,2013,ms,NA,1,se,dcca,dc18,0,15,75,0,NA,0,5,0,5,0,0,7,2,5,7,9,6,spikerush,perennial smartweed,primrose,NA,NA,NA
dc001,v,NA,NA,NA,2013,up,NA,1,se,dcca,dc18,0,0,85,0,NA,5,0,0,10,0,0,0,0,0,0,0,0,perennial smartweed,spikerush,button bush,NA,NA,NA
dc012,v,NA,NA,NA,2013,ms,NA,1,se,dcca,dc18,0,10,75,10,NA,0,0,0,5,0,0,0,0,0,0,0,0,perennial smartweed,spikerush,river bulrush,NA,NA,NA
DC008,v,NA,NA,NA,2013,ms,NA,2,se,dcca,dc18,0,85,0,0,NA,0,0,10,5,0,0,0,0,0,0,0,0,spikerush,annual smartweed,primrose,NA,NA,NA
DC001,v,NA,NA,NA,2013,up,NA,2,se,dcca,dc18,0,95,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,primrose,annual smartweed,river bulrush,NA,NA,NA
DC012,v,NA,NA,NA,2013,up,NA,2,se,dcca,dc18,0,15,35,0,NA,0,0,0,50,0,0,0,0,0,0,0,0,tree,perennial smartweed,spikerush,NA,NA,NA
DC008,v,NA,NA,NA,2013,up,NA,3,se,dcca,dc18,0,70,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,sedge,cocklebur,NA,NA,NA
DC001,v,NA,NA,NA,2013,up,NA,3,se,dcca,dc18,0,0,0,0,NA,30,0,0,70,0,0,0,0,0,0,0,0,button bush,panic grass,wood,NA,NA,NA
dc013,v,NA,NA,NA,2013,ms,NA,1,se,dcca,dc20,0,78,15,0,NA,0,0,0,7,0,0,0,0,0,0,0,0,millet,perennial smartweed,spikerush,NA,NA,NA
DC013,v,NA,NA,NA,2013,up,NA,2,se,dcca,dc20,0,0,60,0,NA,0,0,0,40,0,0,0,0,0,0,0,0,perennial smartweed,tree,spikerush,NA,NA,NA
DC013,v,NA,NA,NA,2013,up,NA,3,se,dcca,dc20,0.278409091,38,40,2,NA,0,20,0,0,0,0,0,0,0,0,0,0,millet,spikerush,perennial smartweed,NA,NA,NA
DC005,v,NA,NA,NA,2013,up,NA,1,se,dcca,ditch,0,95,0,0,NA,0,0,0,5,0,0,0,0,0,0,0,0,millet,primrose,annual smartweed,NA,NA,NA
DC015,v,NA,NA,NA,2013,up,NA,1,se,dcca,ditch,0,20,0,0,NA,0,60,20,0,0,0,0,0,0,0,0,0,frog fruit,spikerush,NA,NA,NA,NA
dc003,v,NA,NA,NA,2013,up,NA,1,se,dcca,ditch,0.153409091,10,80,0,NA,0,5,0,5,0,0,0,0,0,0,0,0,perennial smartweed,spikerush,NA,NA,NA,NA
DC009,v,NA,NA,NA,2013,up,NA,1,se,dcca,ditch,0.494318182,62,35,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,millet,perennial smartweed,primrose,NA,NA,NA
dc014,v,NA,NA,NA,2013,up,NA,1,se,dcca,ditch,0.096590909,0,0,0,NA,35,65,0,0,0,0,0,0,0,0,0,0,upland,upland,spikerush,NA,NA,NA
DC015,v,NA,NA,NA,2013,ms,NA,2,se,dcca,ditch,0.130681818,90,0,0,NA,0,0,0,10,0,0,0,0,0,0,0,0,spikerush,frog fruit,annual smartweed,NA,NA,NA
DC015,v,NA,NA,NA,2013,ms,NA,2,se,dcca,ditch,0,90,0,0,NA,0,0,0,10,0,0,0,0,0,0,0,0,frog fruit,spikerush,annual smartweed,NA,NA,NA
DC030,v,NA,NA,NA,2013,ms,NA,2,se,dcca,ditch,0,40,0,0,NA,0,40,0,0,20,0,0,0,0,0,0,0,spikerush,frog fruit,arrowhead,NA,NA,NA
DC005A,v,NA,NA,NA,2013,up,NA,2,se,dcca,ditch,0,70,28,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,spikerush,perennial smartweed,button bush,NA,NA,NA
DC003,v,NA,NA,NA,2013,up,NA,2,se,dcca,ditch,0.107954545,10,0,0,NA,20,70,0,0,0,0,0,0,0,0,0,0,spikerush,upland,NA,NA,NA,NA
DC009,v,NA,NA,NA,2013,ms,NA,2,se,dcca,ditch,0.0625,15,80,0,NA,0,0,0,5,0,0,0,0,0,0,0,0,annual smartweed,spikerush,primrose,NA,NA,NA
DC014,v,NA,NA,NA,2013,up,NA,2,se,dcca,ditch,0,15,80,0,NA,2,0,0,3,0,0,0,0,0,0,0,0,perennial smartweed,spikerush,panic grass,NA,NA,NA
DC009,v,NA,NA,NA,2013,ms,NA,3,se,dcca,ditch,0,70,5,15,NA,0,10,0,0,0,0,0,0,0,0,0,0,spikerush,primrose,millet,NA,NA,NA
DC003,v,NA,NA,NA,2013,up,NA,3,se,dcca,ditch,0,0,100,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,sedge,NA,NA,NA,NA
DC005,v,NA,NA,NA,2013,ms,NA,3,se,dcca,ditch,0,10,90,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,sedge,NA,NA,NA,NA
DC014,v,NA,NA,NA,2013,ms,NA,4,se,dcca,ditch,0.068181818,0,20,20,NA,0,0,20,5,0,35,0,0,0,0,0,0,river bulrush,millet,lotus,NA,NA,NA
BK023,v,NA,NA,NA,2013,up,NA,2,ne,bkca,kt6,0,15,0,85,NA,0,0,0,0,0,0,39,35,37.5,39.5,30.5,36.3,cattail,spikerush,annual smartweed,NA,NA,NA
BK021,v,NA,NA,NA,2013,ms,NA,2,ne,bkca,kt6,0,0,0,100,NA,0,0,0,0,0,0,35,37,35.5,38,33,35.7,cattail,NA,NA,NA,NA,NA
BK019,v,NA,NA,NA,2013,pe,NA,3,ne,bkca,kt6,0,10,20,30,NA,0,0,40,0,0,0,11,19,8.5,9,14.5,12.4,cattail,annual smartweed,spikerush,NA,NA,NA
BK030,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0.107954545,80,0,0,NA,0,15,0,5,0,0,13,16,8,7,11,11,sedge,perennial smartweed,primrose,NA,NA,NA
BK025,v,NA,NA,NA,2013,ms,NA,2,ne,bkca,kt6,0,45,0,45,NA,0,0,10,0,0,0,13,0,11.25,0,15,7.85,cattail,annual smartweed,sedge,NA,NA,NA
BK024,v,NA,NA,NA,2013,up,NA,2,ne,bkca,kt6,0,60,0,40,NA,0,0,0,0,0,0,4,3,0,2,5,2.8,cattail,annual smartweed,sedge,NA,NA,NA
BK029,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0,30,20,0,NA,30,20,0,0,0,0,0,0,5,0,0,1,sedge,annual smartweed,perennial smartweed,NA,NA,NA
BK019,v,NA,NA,NA,2013,pe,NA,2,ne,bkca,kt6,0.113636364,0,0,0,NA,65,35,0,0,0,0,0,0,0,0,0,0,upland,upland,upland,NA,NA,NA
BK021,v,NA,NA,NA,2013,ms,NA,2,ne,bkca,kt6,0,0,0,0,NA,100,0,0,0,0,0,0,0,0,0,0,0,upland,upland,upland,NA,NA,NA
BK024,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0,98,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,annual smartweed,spikerush,button bush,NA,NA,NA
BK026,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0,98,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,primrose,annual smartweed,millet,NA,NA,NA
BK021,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0,90,0,10,NA,0,0,0,0,0,0,0,0,0,0,0,0,river bulrush,primrose,NA,NA,NA,NA
BK028,v,NA,NA,NA,2013,pe,NA,3,ne,bkca,kt6,0,100,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,annual smartweed,primrose,panic grass,NA,NA,NA
BK025,v,NA,NA,NA,2013,up,NA,3,ne,bkca,kt6,0,98,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,annual smartweed,millet,primrose,NA,NA,NA
BK018A,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0.170454545,25,75,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,cocklebur,millet,primrose,NA,NA,NA
BK031A,v,NA,NA,NA,2013,pe,NA,3,ne,bkca,kt6,0,98,0,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,annual smartweed,spikerush,primrose,NA,NA,NA
BK022,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0,80,5,0,NA,5,0,0,10,0,0,0,0,0,0,0,0,annual smartweed,cocklebur,spikerush,NA,NA,NA
BK023,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0,100,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,annual smartweed,panic grass,spikerush,NA,NA,NA
BK020,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0,70,0,0,NA,0,0,0,0,0,30,0,0,0,0,0,0,crop,perennial smartweed,spikerush,NA,NA,NA
BK032,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0.079545455,80,2,0,NA,0,0,0,18,0,0,0,0,0,0,0,0,annual smartweed,primrose,wood,NA,NA,NA
BK036A,v,NA,NA,NA,2013,ms,NA,3,ne,bkca,kt6,0.045454545,0,0,0,NA,35,0,0,65,0,0,0,0,0,0,0,0,tree,button bush,upland,NA,NA,NA
BK035,v,NA,NA,NA,2013,pe,NA,3,ne,bkca,kt6,0.153409091,20,65,0,NA,0,15,0,0,0,0,0,0,0,0,0,0,perennial smartweed,sedge,upland,NA,NA,NA
SL021,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m10,0,0,60,0,NA,0,0,40,0,0,0,54,65,22,13,30,36.8,millet,prairie chord grass,annual smartweed,NA,NA,NA
SL023,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m10,0,0,85,0,NA,0,0,15,0,0,0,16,33,17,4,14,16.8,millet,perennial smartweed,annual smartweed,NA,NA,NA
SL023,v,NA,NA,NA,2013,ms,NA,4,nc,slnwr,m10,0,0,95,5,NA,0,0,0,0,0,0,10.5,11.5,10,9.5,11.5,10.6,grass,river bulrush,NA,NA,NA,NA
Sl019,v,NA,NA,NA,2013,ms,NA,4,nc,slnwr,m10,0,98,0,2,NA,0,0,0,0,0,0,12,8,10,10.5,9,9.9,grass,river bulrush,NA,NA,NA,NA
SL023,v,NA,NA,NA,2013,ms,NA,1,nc,slnwr,m10,0,8,20,50,NA,1,0,20,1,0,0,9.5,8.5,9.5,12.25,9.25,9.8,river bulrush,annual smartweed,primrose,NA,NA,NA
SL023,v,NA,NA,NA,2013,ms,NA,2,nc,slnwr,m10,0,14,70,5,NA,1,0,10,0,0,0,6.25,4,4.5,4.5,6.25,5.1,annual smartweed,cocklebur,perennial smartweed,NA,NA,NA
SL019,v,NA,NA,NA,2013,ms,NA,1,nc,slnwr,m10,0,35,35,15,NA,5,0,10,0,0,0,2,4,2.25,3,2,2.65,perennial smartweed,annual smartweed,cattail,NA,NA,NA
SL021,v,NA,NA,NA,2013,ms,NA,1,nc,slnwr,m10,0,0,40,60,NA,0,0,0,0,0,0,2.25,4.5,1,3,1.75,2.5,annual smartweed,river bulrush,millet,NA,NA,NA
SL019,v,NA,NA,NA,2013,ms,NA,2,nc,slnwr,m10,0,15,25,60,NA,0,0,0,0,0,0,0,0,0,0,0,0,river bulrush,sedge,annual smartweed,NA,NA,NA
SL021,v,NA,NA,NA,2013,up,NA,2,nc,slnwr,m10,0,17,0,80,NA,0,3,0,0,0,0,0,0,0,0,0,0,river bulrush,sedge,millet,NA,NA,NA
SL019,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m10,0,0,0,0,NA,100,0,0,0,0,0,0,0,0,0,0,0,sumpweed,upland,NA,NA,NA,NA
SL021,v,NA,NA,NA,2013,up,NA,4,nc,slnwr,m10,0,35,60,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,grass,river bulrush,NA,NA,NA,NA
SL020,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m11,0,0,60,0,NA,0,0,40,0,0,0,54,65,22,13,30,36.8,millet,prairie chord grass,annual smartweed,NA,NA,NA
SL016,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m11,0,0,80,0,NA,0,0,20,0,0,0,26,29.3,34.5,22.5,30,28.46,millet,annual smartweed,NA,NA,NA,NA
Sl029,v,NA,NA,NA,2013,up,NA,4,nc,slnwr,m11,0,0,20,45,NA,0,0,25,0,0,10,28,25,20,21,23,23.4,river bulrush,millet,cocklebur,NA,NA,NA
SL022,v,NA,NA,NA,2013,ms,NA,4,nc,slnwr,m11,0,0,30,20,NA,0,0,50,0,0,0,21,24,25,21,19.5,22.1,grass,river bulrush,NA,NA,NA,NA
Sl016,v,NA,NA,NA,2013,ms,NA,4,nc,slnwr,m11,0,0,50,0,NA,0,0,50,0,0,0,22,12.5,28,23.5,22.5,21.7,grass,annual smartweed,NA,NA,NA,NA
SL025,v,NA,NA,NA,2013,ms,NA,4,nc,slnwr,m11,0,4,38,28,NA,0,0,30,0,0,0,23,23.5,24,21.5,16,21.6,grass,river bulrush,annual smartweed,NA,NA,NA
SL017,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m11,0,0,70,0,NA,0,0,30,0,0,0,20,24,22,17,22,21,millet,sumpweed,NA,NA,NA,NA
SL018,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m11,0,0,70,0,NA,0,0,30,0,0,0,20,24,22,17,22,21,millet,sumpweed,NA,NA,NA,NA
SL026,v,NA,NA,NA,2013,up,NA,1,nc,slnwr,m11,0,0,100,0,NA,0,0,0,0,0,0,19,18.5,21,20,19.75,19.65,perennial smartweed,millet,NA,NA,NA,NA
SL030,v,NA,NA,NA,2013,ms,NA,2,nc,slnwr,m11,0,35,50,0,NA,0,0,15,0,0,0,18,16.25,17,15,19.5,17.15,millet,primrose,annual smartweed,NA,NA,NA
SL020,v,NA,NA,NA,2013,ms,NA,2,nc,slnwr,m11,0,10,90,0,NA,0,0,0,0,0,0,14.25,15,14.75,14,13.5,14.3,millet,annual smartweed,lotus,NA,NA,NA
SL030,v,NA,NA,NA,2013,ms,NA,4,nc,slnwr,m11,0,0,20,50,NA,0,0,30,0,0,0,14,16,15,13.5,10,13.7,river bulrush,annual smartweed,sedge,NA,NA,NA
SL030,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m11,0,10,80,0,NA,0,0,10,0,0,0,14,14.5,12,11,11,12.5,millet,spikerush,annual smartweed,NA,NA,NA
SL027,v,NA,NA,NA,2013,up,NA,1,nc,slnwr,m11,0,0,100,0,NA,0,0,0,0,0,0,12.5,11.75,13,12.5,9.5,11.85,annual smartweed,perennial smartweed,NA,NA,NA,NA
SL027,v,NA,NA,NA,2013,up,NA,4,nc,slnwr,m11,0,20,70,10,NA,0,0,0,0,0,0,11,11,12,12,12.5,11.7,grass,river bulrush,annual smartweed,NA,NA,NA
sl022,v,NA,NA,NA,2013,ms,NA,1,nc,slnwr,m11,0,0,30,50,NA,0,0,10,10,0,0,11.5,14.5,7.5,13,11.25,11.55,river bulrush,annual smartweed,perennial smartweed,NA,NA,NA
SL022,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m11,0,80,15,5,NA,0,0,0,0,0,0,14.5,8.5,11.5,14,7,11.1,primrose,millet,annual smartweed,NA,NA,NA
SL025,v,NA,NA,NA,2013,ms,NA,1,nc,slnwr,m11,0,0,70,0,NA,0,0,30,0,0,0,13,10.75,8.25,12.25,10.25,10.9,millet,annual smartweed,NA,NA,NA,NA
SL024,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m11,0,0,99,1,NA,0,0,0,0,0,0,14,3,22,8,5,10.4,millet,river bulrush,annual smartweed,NA,NA,NA
SL025,v,NA,NA,NA,2013,ms,NA,3,nc,slnwr,m11,0,0,99,1,NA,0,0,0,0,0,0,14,3,22,8,5,10.4,millet,river bulrush,annual smartweed,NA,NA,NA
SL026,v,NA,NA,NA,2013,up,NA,3,nc,slnwr,m11,0,0,99,1,NA,0,0,0,0,0,0,14,3,22,8,5,10.4,millet,river bulrush,annual smartweed,NA,NA,NA
SL026,v,NA,NA,NA,2013,up,NA,2,nc,slnwr,m11,0,0,65,0,NA,0,0,35,0,0,0,7,10.2,9,11,14.5,10.34,millet,annual smartweed,NA,NA,NA,NA
SL028,v,NA,NA,NA,2013,ms,NA,2,nc,slnwr,m11,0,0,65,0,NA,0,0,35,0,0,0,10,10.75,8.5,9.5,11,9.95,annual smartweed,perennial smartweed,NA,NA,NA,NA
SL028,v,NA,NA,NA,2013,ms,NA,1,nc,slnwr,m11,0,0,85,0,NA,0,0,15,0,0,0,8,8,12,7.75,10.5,9.25,millet,perennial smartweed,NA,NA,NA,NA
SL025,v,NA,NA,NA,2013,ms,NA,2,nc,slnwr,m11,0,28,55,5,NA,2,0,10,0,0,0,11,12,6.5,9,6,8.9,millet,annual smartweed,NA,NA,NA,NA
Sl020,v,NA,NA,NA,2013,ms,NA,4,nc,slnwr,m11,0,95,0,5,NA,0,0,0,0,0,0,7.5,6,6,7.5,8,7,grass,river bulrush,NA,NA,NA,NA
SL022,v,NA,NA,NA,2013,ms,NA,2,nc,slnwr,m11,0,43,55,2,NA,0,0,0,0,0,0,7,4,5.5,6.5,6,5.8,cocklebur,annual smartweed,perennial smartweed,NA,NA,NA
sl018,v,NA,NA,NA,2013,ms,NA,1,nc,slnwr,m11,0,0,98,2,NA,0,0,0,0,0,0,6.5,4,6,4.5,3.5,4.9,perennial smartweed,river bulrush,NA,NA,NA,NA
SL018,v,NA,NA,NA,2013,ms,NA,2,nc,slnwr,m11,0,85,0,15,NA,0,0,0,0,0,0,3.5,6.25,5.5,6,3,4.85,perennial smartweed,river bulrush,NA,NA,NA,NA
sl017,v,NA,NA,NA,2013,ms,NA,1,nc,slnwr,m11,0,0,60,40,NA,0,0,0,0,0,0,2,3,7,5,4.75,4.35,annual smartweed,river bulrush,NA,NA,NA,NA
sl020,v,NA,NA,NA,2013,ms,NA,1,nc,slnwr,m11,0,17,40,35,NA,5,0,3,0,0,0,4.5,4.5,4,4,4.5,4.3,river bulrush,annual smartweed,millet,NA,NA,NA
