"","X","obs","point","species","distance","round","impound","area","region","lat","long","month","day","year","night","odate","time","flush_walk","treat"
"480",480,"D","DD044S1","sora",1,2,"sanctuary","nvca","nw",40.087475013,-95.0462020095,9,3,2013,3.2,246,NA,NA,NA
"481",481,"D","DD043S0","sora",0,2,"sanctuary","nvca","nw",40.0873709936,-95.0448149722,9,3,2013,3.2,246,NA,NA,NA
"482",482,"D","DD042S0","sora",0,2,"sanctuary","nvca","nw",40.0864850264,-95.044645993,9,3,2013,3.2,246,NA,NA,NA
"483",483,"D","DD043S2","sora",2,2,"sanctuary","nvca","nw",40.0862120278,-95.0460610259,9,3,2013,3.2,246,NA,NA,NA
"484",484,"D","DD041S0","sora",0,2,"sanctuary","nvca","nw",40.0806000084,-95.0477300305,9,3,2013,3.2,246,NA,NA,NA
"485",485,"N","N081S0","sora",0,2,"sanctuary","nvca","nw",40.0978850015,-95.0512749888,9,2,2014,3.2,245,NA,NA,NA
"486",486,"N","N384S0","sora",0,3,"sanctuary","nvca","nw",40.0967510138,-95.0472520106,9,22,2014,3.2,266,NA,NA,NA
"487",487,"N","N382S0","sora",0,3,"sanctuary","nvca","nw",40.0967339985,-95.0471120328,9,22,2014,3.2,266,NA,NA,NA
"488",488,"N","N386S0","sora",0,3,"sanctuary","nvca","nw",40.0967319869,-95.0477120094,9,22,2014,3.2,266,NA,NA,NA
"489",489,"N","N385S0","sora",0,3,"sanctuary","nvca","nw",40.0967279635,-95.0476909708,9,22,2014,3.2,266,NA,NA,NA
"490",490,"N","N381S0","sora",0,3,"sanctuary","nvca","nw",40.0967200007,-95.0469569676,9,22,2014,3.2,266,NA,NA,NA
"491",491,"A","AF045S3","sora",3,2,"sanctuary","nvca","nw",40.0967080146,-95.0485229585,9,2,2014,3.2,245,NA,NA,NA
"492",492,"N","N380S0","sora",0,3,"sanctuary","nvca","nw",40.0964780152,-95.0467439834,9,22,2014,3.2,266,NA,NA,NA
"493",493,"N","N379S0","sora",0,3,"sanctuary","nvca","nw",40.0964449905,-95.0467360206,9,22,2014,3.2,266,NA,NA,NA
"494",494,"N","N005S4","sora",4,1,"sanctuary","nvca","nw",40.09644499,-95.04803698,8,14,2014,3.2,226,NA,NA,NA
"495",495,"N","N378S0","sora",0,3,"sanctuary","nvca","nw",40.0960900169,-95.0470370147,9,22,2014,3.2,266,NA,NA,NA
"496",496,"N","N376S0","sora",0,3,"sanctuary","nvca","nw",40.0955730211,-95.0472260267,9,22,2014,3.2,266,NA,NA,NA
"497",497,"N","N377S0","sora",0,3,"sanctuary","nvca","nw",40.0955529884,-95.048576016,9,22,2014,3.2,266,NA,NA,NA
"498",498,"N","N004S0","sora",0,1,"sanctuary","nvca","nw",40.09544997,-95.047408,8,14,2014,3.2,226,NA,NA,NA
"499",499,"N","N003S0","sora",0,1,"sanctuary","nvca","nw",40.09530799,-95.04739098,8,14,2014,3.2,226,NA,NA,NA
"500",500,"N","N375S0","sora",0,3,"sanctuary","nvca","nw",40.0952300336,-95.0466180034,9,22,2014,3.2,266,NA,NA,NA
"501",501,"N","N373S1","sora",1,3,"sanctuary","nvca","nw",40.0948749762,-95.0492380187,9,22,2014,3.2,266,NA,NA,NA
"502",502,"N","N374S0","sora",0,3,"sanctuary","nvca","nw",40.0948719587,-95.0492080115,9,22,2014,3.2,266,NA,NA,NA
"503",503,"N","N372S0","sora",0,3,"sanctuary","nvca","nw",40.0944660231,-95.0490210112,9,22,2014,3.2,266,NA,NA,NA
"504",504,"N","N371S0","sora",0,3,"sanctuary","nvca","nw",40.0940249674,-95.0482649636,9,22,2014,3.2,266,NA,NA,NA
"505",505,"N","N370S0","sora",0,3,"sanctuary","nvca","nw",40.093951961,-95.0487689674,9,22,2014,3.2,266,NA,NA,NA
"506",506,"N","N369S0","sora",0,3,"sanctuary","nvca","nw",40.093882978,-95.0493719615,9,22,2014,3.2,266,NA,NA,NA
"507",507,"N","N368S0","sora",0,3,"sanctuary","nvca","nw",40.093876021,-95.04944304,9,22,2014,3.2,266,NA,NA,NA
"508",508,"N","N082S0","sora",0,2,"sanctuary","nvca","nw",40.0919660367,-95.0453970116,9,2,2014,3.2,245,NA,NA,NA
"509",509,"A","AF350S0","sora",0,3,"sanctuary","nvca","nw",40.091882972,-95.0489869807,9,22,2014,3.2,266,NA,NA,NA
"510",510,"N","N084S0","sora",0,2,"sanctuary","nvca","nw",40.0916760229,-95.0483750179,9,2,2014,3.2,245,NA,NA,NA
"511",511,"A","AF353S0","sora",0,3,"sanctuary","nvca","nw",40.0914770365,-95.0447100308,9,22,2014,3.2,266,NA,NA,NA
"512",512,"N","N085S2","sora",2,2,"sanctuary","nvca","nw",40.0914259907,-95.0481659733,9,2,2014,3.2,245,NA,NA,NA
"513",513,"A","AF351S0","sora",0,3,"sanctuary","nvca","nw",40.0913170259,-95.0484650396,9,22,2014,3.2,266,NA,NA,NA
"514",514,"A","AF352S0","sora",0,3,"sanctuary","nvca","nw",40.0913010165,-95.0480839983,9,22,2014,3.2,266,NA,NA,NA
"515",515,"A","AF354S0","sora",0,3,"sanctuary","nvca","nw",40.0911959913,-95.0444979686,9,22,2014,3.2,266,NA,NA,NA
"516",516,"A","AF355S0","sora",0,3,"sanctuary","nvca","nw",40.0911740307,-95.0445699692,9,22,2014,3.2,266,NA,NA,NA
"517",517,"A","AF357S2","sora",2,3,"sanctuary","nvca","nw",40.091008991,-95.0451299641,9,22,2014,3.2,266,NA,NA,NA
"518",518,"A","AF356S0","sora",0,3,"sanctuary","nvca","nw",40.0910059735,-95.0451289583,9,22,2014,3.2,266,NA,NA,NA
"519",519,"A","AF358S1","sora",1,3,"sanctuary","nvca","nw",40.0909179635,-95.045450991,9,22,2014,3.2,266,NA,NA,NA
"520",520,"A","AF359S1","sora",1,3,"sanctuary","nvca","nw",40.0909179635,-95.0454540085,9,22,2014,3.2,266,NA,NA,NA
"521",521,"A","AF360S0","sora",0,3,"sanctuary","nvca","nw",40.0908919796,-95.045494996,9,22,2014,3.2,266,NA,NA,NA
"522",522,"N","N083S0","sora",0,2,"sanctuary","nvca","nw",40.090543963,-95.0449420419,9,2,2014,3.2,245,NA,NA,NA
"523",523,"A","AF405Y0","yera",0,4,"sgb","scnwr","nw",40.09223803,-95.266929,10,20,2013,3.2,293,NA,NA,NA
"524",524,"A","AF404S0","sora",0,4,"sgb","scnwr","nw",40.08913597,-95.262788,10,20,2013,3.2,293,NA,NA,NA
"525",525,"A","AF402S2","sora",2,4,"sgb","scnwr","nw",40.08892701,-95.264417,10,20,2013,3.2,293,NA,NA,NA
"526",526,"A","AF401S0","sora",0,4,"sgb","scnwr","nw",40.08892198,-95.264629,10,20,2013,3.2,293,NA,NA,NA
"527",527,"A","AF403S0","sora",0,4,"sgb","scnwr","nw",40.08891603,-95.263923,10,20,2013,3.2,293,NA,NA,NA
"528",528,"JF","JF021S0","sora",0,4,"sgc","scnwr","nw",40.08760401,-95.265161,10,20,2013,3.2,293,NA,NA,NA
"529",529,"JF","JF020S0","sora",0,4,"sgc","scnwr","nw",40.08649902,-95.264788,10,20,2013,3.2,293,NA,NA,NA
"530",530,"JF","JF019S0","sora",0,4,"sgc","scnwr","nw",40.08644798,-95.26629,10,20,2013,3.2,293,NA,NA,NA
"531",531,"N","NS041S0","sora",0,2,"ash","nvca","nw",40.08767299,-95.045387,9,3,2013,3.1,246,NA,NA,NA
"532",532,"N","NS038S0","sora",0,2,"ash","nvca","nw",40.087645,-95.044542,9,3,2013,3.1,246,NA,NA,NA
"533",533,"N","NS040S0","sora",0,2,"ash","nvca","nw",40.08682399,-95.045184,9,3,2013,3.1,246,NA,NA,NA
"534",534,"N","NS039S0","sora",0,2,"ash","nvca","nw",40.08578497,-95.045506,9,3,2013,3.1,246,NA,NA,NA
"535",535,"N","NS042S0","sora",0,2,"ash","nvca","nw",40.083547,-95.048282,9,3,2013,3.1,246,NA,NA,NA
"536",536,"N","N365S0","sora",0,3,"ash","nvca","nw",40.0872320216,-95.0457450282,9,22,2014,3.1,266,NA,NA,NA
"537",537,"N","N366S0","sora",0,3,"ash","nvca","nw",40.0871870108,-95.0457870215,9,22,2014,3.1,266,NA,NA,NA
"538",538,"N","N364S0","sora",0,3,"ash","nvca","nw",40.0863589626,-95.0472520106,9,22,2014,3.1,266,NA,NA,NA
"539",539,"N","N363S0","sora",0,3,"ash","nvca","nw",40.0852689799,-95.0477659889,9,22,2014,3.1,266,NA,NA,NA
"540",540,"N","N362S0","sora",0,3,"ash","nvca","nw",40.085236961,-95.0477819983,9,22,2014,3.1,266,NA,NA,NA
"541",541,"N","N354S0","sora",0,3,"ash","nvca","nw",40.0848819874,-95.0488510262,9,22,2014,3.1,266,NA,NA,NA
"542",542,"N","N361S0","sora",0,3,"ash","nvca","nw",40.0847430155,-95.0480369758,9,22,2014,3.1,266,NA,NA,NA
"543",543,"N","N355S3","sora",3,3,"ash","nvca","nw",40.0839599781,-95.0489289779,9,22,2014,3.1,266,NA,NA,NA
"544",544,"N","N356S0","sora",0,3,"ash","nvca","nw",40.083356984,-95.0486389641,9,22,2014,3.1,266,NA,NA,NA
"545",545,"N","N360S01","sora",1,3,"ash","nvca","nw",40.0831289962,-95.048192963,9,22,2014,3.1,266,NA,NA,NA
"546",546,"N","N357S0","sora",0,3,"ash","nvca","nw",40.0827750284,-95.0488070212,9,22,2014,3.1,266,NA,NA,NA
"547",547,"N","N358S0","sora",0,3,"ash","nvca","nw",40.0827489607,-95.0488169957,9,22,2014,3.1,266,NA,NA,NA
"548",548,"A","AF044S1","sora",1,2,"ash","nvca","nw",40.0827470329,-95.0477499794,9,2,2014,3.1,245,NA,NA,NA
"549",549,"A","AF043S2","sora",2,2,"ash","nvca","nw",40.0825929735,-95.0477840099,9,2,2014,3.1,245,NA,NA,NA
"550",550,"N","N360S0","sora",0,3,"ash","nvca","nw",40.0825769641,-95.0482949708,9,22,2014,3.1,266,NA,NA,NA
"551",551,"N","N359S4","sora",4,3,"ash","nvca","nw",40.082514016,-95.0483010057,9,22,2014,3.1,266,NA,NA,NA
"552",552,"A","AF042S4","sora",4,2,"ash","nvca","nw",40.0816479977,-95.0492719654,9,2,2014,3.1,245,NA,NA,NA
"553",553,"A","AF041S2","sora",2,2,"ash","nvca","nw",40.0801310409,-95.049840007,9,2,2014,3.1,245,NA,NA,NA
"554",554,"D","DD002S1","sora",1,1,"bb1","bkca","ne",39.21086096,-90.761268,8,24,2013,3.1,236,NA,NA,NA
"555",555,"D","DD008S0","sora",0,1,"bb1","bkca","ne",39.21085803,-90.769281,8,24,2013,3.1,236,NA,NA,NA
"556",556,"D","DD003S0","sora",0,1,"bb1","bkca","ne",39.21022997,-90.762227,8,24,2013,3.1,236,NA,NA,NA
"557",557,"D","DD009S2","sora",2,1,"bb1","bkca","ne",39.20984097,-90.770091,8,24,2013,3.1,236,NA,NA,NA
"558",558,"D","DD006S3","sora",3,1,"bb1","bkca","ne",39.20973997,-90.760613,8,24,2013,3.1,236,NA,NA,NA
"559",559,"D","DD010S0","sora",0,1,"bb1","bkca","ne",39.20855904,-90.770604,8,24,2013,3.1,236,NA,NA,NA
"560",560,"D","DD005S0","sora",0,1,"bb1","bkca","ne",39.20805596,-90.760396,8,24,2013,3.1,236,NA,NA,NA
"561",561,"D","DD007S1","sora",1,1,"bb1","bkca","ne",39.6925619803,-93.3181620296,8,24,2013,3.1,236,NA,NA,NA
"562",562,"D","DD004S0","sora",1,1,"bb1","bkca","ne",39.20802897,-90.761491,8,24,2013,3.1,236,NA,NA,NA
"563",563,"M","MB055S1 _13","sora",1,2,"bb2","bkca","ne",39.20327098,-90.767056,9,13,2013,3.1,256,NA,NA,NA
"564",564,"M","MB085S1 _13","sora",1,2,"bb2","bkca","ne",39.20325296,-90.76466,9,13,2013,3.1,256,NA,NA,NA
"565",565,"M","MB056S7 _13","sora",7,2,"bb2","bkca","ne",39.203174,-90.766199,9,13,2013,3.1,256,NA,NA,NA
"566",566,"M","MB057S5 _13","sora",5,2,"bb2","bkca","ne",39.20305003,-90.766187,9,13,2013,3.1,256,NA,NA,NA
"567",567,"M","MB086S3 _13","sora",3,2,"bb2","bkca","ne",39.20297502,-90.764398,9,13,2013,3.1,256,NA,NA,NA
"568",568,"M","MB053S0 _13","sora",0,2,"bb2","bkca","ne",39.20199702,-90.767286,9,13,2013,3.1,256,NA,NA,NA
"569",569,"M","MB052S0 _13","sora",0,2,"bb2","bkca","ne",39.20187204,-90.767283,9,13,2013,3.1,256,NA,NA,NA
"570",570,"M","MB051S0 _13","sora",0,2,"bb2","bkca","ne",39.20186902,-90.767301,9,13,2013,3.1,256,NA,NA,NA
"571",571,"M","MB050S1 _13","sora",1,2,"bb2","bkca","ne",39.20112102,-90.767304,9,13,2013,3.1,256,NA,NA,NA
"572",572,"M","MB088S1 _13","sora",1,2,"bb2","bkca","ne",39.20053203,-90.764616,9,13,2013,3.1,256,NA,NA,NA
"573",573,"M","MB049S4 _13","sora",4,2,"bb2","bkca","ne",39.19866596,-90.768986,9,13,2013,3.1,256,NA,NA,NA
"574",574,"M","MB049S2 _13","sora",2,2,"bb2","bkca","ne",39.19592801,-90.770237,9,13,2013,3.1,256,NA,NA,NA
"575",575,"M","MB048S0 _13","sora",0,2,"bb2","bkca","ne",39.19502,-90.769391,9,13,2013,3.1,256,NA,NA,NA
"576",576,"M","MB046S1 _13","sora",1,2,"bb2","bkca","ne",39.19413303,-90.769615,9,13,2013,3.1,256,NA,NA,NA
"577",577,"M","MB044S3 _13","sora",3,2,"bb2","bkca","ne",39.19242798,-90.769545,9,13,2013,3.1,256,NA,NA,NA
"578",578,"M","MB041S1 _13","sora",1,2,"bb2","bkca","ne",39.19213302,-90.769531,9,13,2013,3.1,256,NA,NA,NA
"579",579,"M","MB042S1 _13","sora",1,2,"bb2","bkca","ne",39.19212699,-90.769525,9,13,2013,3.1,256,NA,NA,NA
"580",580,"M","MB043S1 _13","sora",1,2,"bb2","bkca","ne",39.19212699,-90.769524,9,13,2013,3.1,256,NA,NA,NA
"581",581,"M","MB039S2 _13","sora",2,2,"bb2","bkca","ne",39.19196203,-90.769485,9,13,2013,3.1,256,NA,NA,NA
"582",582,"M","MB040S3 _13","sora",3,2,"bb2","bkca","ne",39.19195902,-90.769495,9,13,2013,3.1,256,NA,NA,NA
"583",583,"M","MB038S0 _13","sora",0,2,"bb2","bkca","ne",39.19191702,-90.769526,9,13,2013,3.1,256,NA,NA,NA
"584",584,"M","MB037S3 _13","sora",3,2,"bb2","bkca","ne",39.188275,-90.774846,9,13,2013,3.1,256,NA,NA,NA
"585",585,"M","MB036S3 _13","sora",3,2,"bb2","bkca","ne",39.18741804,-90.774559,9,13,2013,3.1,256,NA,NA,NA
"586",586,"M","MB035S1 _13","sora",1,2,"bb2","bkca","ne",39.18739901,-90.774585,9,13,2013,3.1,256,NA,NA,NA
"587",587,"M","MB087S1 _13","sora",1,2,"bb2","bkca","ne",37.06166103,-90.123123,9,13,2013,3.1,256,NA,NA,NA
"588",588,"M","MB04090 _13","sora",0,2,"bb2","bkca","ne",39.70678196,-93.329756,9,13,2013,3.1,256,NA,NA,NA
"589",589,"M","MB04651 _13","sora",1,2,"bb2","bkca","ne",39.69333001,-93.309861,9,13,2013,3.1,256,NA,NA,NA
"590",590,"M","MB045S1 _13","sora",10,2,"bb2","bkca","ne",39.19267399,-90.769615,9,13,2013,3.1,256,NA,NA,NA
"591",591,"A","AF250S0","sora",0,2,"ccmsu1","ccnwr","ne",39.260207992,-90.7829140127,9,12,2014,3.1,256,NA,NA,NA
"592",592,"A","AF251S0","sora",0,2,"ccmsu1","ccnwr","ne",39.2587200366,-90.7842660137,9,12,2014,3.1,256,NA,NA,NA
"593",593,"A","AF385S0","sora",0,3,"ccmsu12","ccnwr","ne",39.2619390227,-90.7798769977,9,30,2014,3.1,274,NA,NA,NA
"594",594,"A","AF249S0","sora",0,2,"ccmsu12","ccnwr","ne",39.2618429661,-90.7739059813,9,12,2014,3.1,256,NA,NA,NA
"595",595,"A","AF248S2","sora",2,2,"ccmsu12","ccnwr","ne",39.2617100291,-90.7720039599,9,12,2014,3.1,256,NA,NA,NA
"596",596,"A","AF386S0","sora",0,3,"ccmsu12","ccnwr","ne",39.2608679831,-90.773473978,9,30,2014,3.1,274,NA,NA,NA
"597",597,"N","N502S2","sora",2,3,"ccmsu2","ccnwr","ne",39.2662710417,-90.7883019838,9,30,2014,3.1,274,NA,NA,NA
"598",598,"N","N205S01","sora",1,2,"ccmsu2","ccnwr","ne",39.2658849712,-90.7865960151,9,12,2014,3.1,256,NA,NA,NA
"599",599,"N","N503S0","sora",0,3,"ccmsu2","ccnwr","ne",39.264144972,-90.7873040345,9,30,2014,3.1,274,NA,NA,NA
"600",600,"M","MB500S1 _13","sora",1,3,"dc13","dcca","se",37.06237701,-90.115905,10,14,2013,3.1,287,NA,NA,NA
"601",601,"M","MB499S3 _13","sora",3,3,"dc13","dcca","se",37.06235002,-90.119442,10,14,2013,3.1,287,NA,NA,NA
"602",602,"D","DD449S0","sora",0,3,"dc14","dcca","se",37.06136699,-90.123077,10,14,2013,3.1,287,NA,NA,NA
"603",603,"D","DD448S4","sora",4,3,"dc14","dcca","se",37.06135701,-90.123076,10,14,2013,3.1,287,NA,NA,NA
"604",604,"D","DD447S0","sora",0,3,"dc14","dcca","se",37.060908,-90.123545,10,14,2013,3.1,287,NA,NA,NA
"605",605,"D","DD446S0","sora",0,3,"dc14","dcca","se",37.06041698,-90.123796,10,14,2013,3.1,287,NA,NA,NA
"606",606,"D","DD445S0","sora",0,3,"dc14","dcca","se",37.06038002,-90.123823,10,14,2013,3.1,287,NA,NA,NA
"607",607,"D","DD444S2","sora",2,3,"dc14","dcca","se",37.06004399,-90.124328,10,14,2013,3.1,287,NA,NA,NA
"608",608,"D","DD443S5","sora",5,3,"dc14","dcca","se",37.060003,-90.12435,10,14,2013,3.1,287,NA,NA,NA
"609",609,"D","DD442S2","sora",2,3,"dc14","dcca","se",37.05919499,-90.1245,10,14,2013,3.1,287,NA,NA,NA
"610",610,"D","DD441S2","sora",2,3,"dc14","dcca","se",37.05884898,-90.124581,10,14,2013,3.1,287,NA,NA,NA
"611",611,"N","N734S0","sora",0,4,"dc14","dcca","se",37.0611260086,-90.1216690242,10,21,2014,3.1,295,NA,NA,NA
"612",612,"N","N735S0","sora",0,4,"dc14","dcca","se",37.0611219853,-90.1216680184,10,21,2014,3.1,295,NA,NA,NA
"613",613,"N","N736S0","sora",0,4,"dc14","dcca","se",37.0610960014,-90.1217960101,10,21,2014,3.1,295,NA,NA,NA
"614",614,"N","N737S0","sora",0,4,"dc14","dcca","se",37.060431987,-90.123368036,10,21,2014,3.1,295,NA,NA,NA
"615",615,"N","N738S0","sora",0,4,"dc14","dcca","se",37.0601060148,-90.1240420248,10,21,2014,3.1,295,NA,NA,NA
"616",616,"N","N739S0","sora",0,4,"dc14","dcca","se",37.0593809802,-90.1250360347,10,21,2014,3.1,295,NA,NA,NA
"617",617,"N","NS559S2","sora",2,3,"dc16","dcca","se",37.05342203,-90.130022,10,14,2013,3.1,287,NA,NA,NA
"618",618,"N","NS560S0","sora",0,3,"dc16","dcca","se",37.05322799,-90.129877,10,14,2013,3.1,287,NA,NA,NA
"619",619,"D","DD432S4","sora",4,3,"dc16","dcca","se",37.05233901,-90.130183,10,14,2013,3.1,287,NA,NA,NA
"620",620,"D","DD427S0","sora",0,3,"dc18","dcca","se",37.05981902,-90.126225,10,14,2013,3.1,287,NA,NA,NA
"621",621,"N","NS556S0","sora",0,3,"dc18","dcca","se",37.05671696,-90.128028,10,14,2013,3.1,287,NA,NA,NA
"622",622,"D","DD426S3","sora",3,3,"dc18","dcca","se",37.05571004,-90.127682,10,14,2013,3.1,287,NA,NA,NA
"623",623,"D","DD427S5","sora",5,3,"dc18","dcca","se",37.05568003,-90.127792,10,14,2013,3.1,287,NA,NA,NA
"624",624,"N","NS558S0","sora",0,3,"dc18","dcca","se",37.05561499,-90.131149,10,14,2013,3.1,287,NA,NA,NA
"625",625,"D","DD429S4","sora",4,3,"dc18","dcca","se",37.05559999,-90.128446,10,14,2013,3.1,287,NA,NA,NA
"626",626,"D","DD431S3","sora",3,3,"dc18","dcca","se",37.055157,-90.126806,10,14,2013,3.1,287,NA,NA,NA
"627",627,"D","DD430S0","sora",0,3,"dc18","dcca","se",37.05510504,-90.128417,10,14,2013,3.1,287,NA,NA,NA
"628",628,"N","NS557Y0","yera",0,3,"dc18","dcca","se",37.05483103,-90.131686,10,14,2013,3.1,287,NA,NA,NA
"629",629,"N","NS562S0","sora",0,3,"dc18","dcca","se",37.054567,-90.12828,10,14,2013,3.1,287,NA,NA,NA
"630",630,"N","NS563S0","sora",0,3,"dc18","dcca","se",37.054135,-90.128339,10,14,2013,3.1,287,NA,NA,NA
"631",631,"A","AF565S0","sora",0,4,"dc18","dcca","se",37.0569629688,-90.1359279826,10,21,2014,3.1,295,NA,NA,NA
"632",632,"A","AF566S2","sora",2,4,"dc18","dcca","se",37.0561550371,-90.1303080004,10,21,2014,3.1,295,NA,NA,NA
"633",633,"A","AF567S0","sora",0,4,"dc18","dcca","se",39.6940950304,-93.3124309871,10,21,2014,3.1,295,NA,NA,NA
"634",634,"A","AF568S2","sora",2,4,"dc18","dcca","se",37.0540739782,-90.1282250136,10,21,2014,3.1,295,NA,NA,NA
"635",635,"A","AF569S0","sora",0,4,"dc18","dcca","se",39.6942780074,-93.3133980073,10,21,2014,3.1,295,NA,NA,NA
"636",636,"A","AF570S0","sora",0,4,"dc18","dcca","se",39.6942790132,-93.3133919723,10,21,2014,3.1,295,NA,NA,NA
"637",637,"N","NS553S0","sora",0,3,"dc20","dcca","se",37.06042704,-90.127855,10,14,2013,3.1,287,NA,NA,NA
"638",638,"N","NS554S0","sora",0,3,"dc20","dcca","se",37.06034004,-90.127562,10,14,2013,3.1,287,NA,NA,NA
"639",639,"N","NS555S0","sora",0,3,"dc20","dcca","se",37.06012404,-90.127221,10,14,2013,3.1,287,NA,NA,NA
"640",640,"N","N740S0","sora",0,4,"dc20","dcca","se",37.0591450296,-90.1273549721,10,21,2014,3.1,295,NA,NA,NA
"641",641,"N","N741S0","sora",0,4,"dc20","dcca","se",37.0587469731,-90.1286260039,10,21,2014,3.1,295,NA,NA,NA
"642",642,"A","AF559S1","sora",1,4,"dc22","dcca","se",37.0595419966,-90.1347599644,10,21,2014,3.1,295,NA,NA,NA
"643",643,"A","AF560S0","sora",0,4,"dc22","dcca","se",37.0586960111,-90.1348590385,10,21,2014,3.1,295,NA,NA,NA
"644",644,"A","AF561S3","sora",3,4,"dc22","dcca","se",37.0579330064,-90.1369390078,10,21,2014,3.1,295,NA,NA,NA
"645",645,"A","AF562S0","sora",0,4,"dc22","dcca","se",39.6935949661,-93.3110270184,10,21,2014,3.1,295,NA,NA,NA
"646",646,"A","AF563S3","sora",3,4,"dc22","dcca","se",39.6935959719,-93.3110199776,10,21,2014,3.1,295,NA,NA,NA
"647",647,"A","AF564S3","sora",3,4,"dc22","dcca","se",37.0577610098,-90.1356139965,10,21,2014,3.1,295,NA,NA,NA
"648",648,"M","MB496S0 _13","sora",0,3,"dc8","dcca","se",36.70174001,-90.110891,10,14,2013,3.1,287,NA,NA,NA
"649",649,"M","MB498S0 _13","sora",0,3,"ditch","dcca","se",37.06234599,-90.119414,10,14,2013,3.1,287,NA,NA,NA
"650",650,"M","MB497S1 _13","sora",1,3,"ditch","dcca","se",37.06234097,-90.119432,10,14,2013,3.1,287,NA,NA,NA
"651",651,"A","AF331S3","sora",3,3,"ditch","dcca","se",37.06233099,-90.115899,10,14,2013,3.1,287,NA,NA,NA
"652",652,"A","AF332S3","sora",3,3,"ditch","dcca","se",37.06232797,-90.115896,10,14,2013,3.1,287,NA,NA,NA
"653",653,"A","AF330S4","sora",4,3,"ditch","dcca","se",37.06232697,-90.115902,10,14,2013,3.1,287,NA,NA,NA
"654",654,"N","NS225S2","sora",2,2,"ditch","dcca","se",37.06209403,-90.122254,9,18,2013,3.1,261,NA,NA,NA
"655",655,"N","NS226S0","sora",0,2,"ditch","dcca","se",37.06177603,-90.12105,9,18,2013,3.1,261,NA,NA,NA
"656",656,"N","NS227S3","sora",3,2,"ditch","dcca","se",37.06170101,-90.121574,9,18,2013,3.1,261,NA,NA,NA
"657",657,"M","MB496S1 _13","sora",1,3,"ditch","dcca","se",37.061657,-90.112411,10,14,2013,3.1,287,NA,NA,NA
"658",658,"D","DD423S2","sora",2,3,"ditch","dcca","se",37.06155198,-90.125322,10,14,2013,3.1,287,NA,NA,NA
"659",659,"D","DD424S2","sora",2,3,"ditch","dcca","se",37.06155097,-90.125321,10,14,2013,3.1,287,NA,NA,NA
"660",660,"D","DD422S2","sora",2,3,"ditch","dcca","se",37.06154997,-90.125322,10,14,2013,3.1,287,NA,NA,NA
"661",661,"D","DD421S3","sora",3,3,"ditch","dcca","se",37.06142901,-90.124994,10,14,2013,3.1,287,NA,NA,NA
"662",662,"D","DD420S0","sora",0,3,"ditch","dcca","se",37.06119902,-90.12508,10,14,2013,3.1,287,NA,NA,NA
"663",663,"D","DD419S5","sora",5,3,"ditch","dcca","se",37.06107697,-90.125074,10,14,2013,3.1,287,NA,NA,NA
"664",664,"D","DD419S1","sora",1,3,"ditch","dcca","se",37.06090196,-90.12478,10,14,2013,3.1,287,NA,NA,NA
"665",665,"D","DD418S2","sora",2,3,"ditch","dcca","se",37.06085997,-90.12472,10,14,2013,3.1,287,NA,NA,NA
"666",666,"D","DD417S3","sora",3,3,"ditch","dcca","se",37.06081403,-90.12465,10,14,2013,3.1,287,NA,NA,NA
"667",667,"D","DD416S3","sora",3,3,"ditch","dcca","se",37.06055,-90.124742,10,14,2013,3.1,287,NA,NA,NA
"668",668,"D","DD415S1","sora",1,3,"ditch","dcca","se",37.06049996,-90.124922,10,14,2013,3.1,287,NA,NA,NA
"669",669,"N","NS232S0","sora",0,2,"ditch","dcca","se",37.06028002,-90.120787,9,18,2013,3.1,261,NA,NA,NA
"670",670,"N","NS233S0","sora",0,2,"ditch","dcca","se",37.06028002,-90.120433,9,18,2013,3.1,261,NA,NA,NA
"671",671,"N","NS228S0","sora",0,2,"ditch","dcca","se",37.06019101,-90.12208,9,18,2013,3.1,261,NA,NA,NA
"672",672,"N","NS229S0","sora",0,2,"ditch","dcca","se",37.06019101,-90.122084,9,18,2013,3.1,261,NA,NA,NA
"673",673,"N","NS230S0","sora",0,2,"ditch","dcca","se",37.06010702,-90.121719,9,18,2013,3.1,261,NA,NA,NA
"674",674,"N","NS231S0","sora",0,2,"ditch","dcca","se",37.06010601,-90.121654,9,18,2013,3.1,261,NA,NA,NA
"675",675,"D","DD425S2","sora",2,3,"ditch","dcca","se",37.05982899,-90.126173,10,14,2013,3.1,287,NA,NA,NA
"676",676,"N","NS234S0","sora",0,2,"ditch","dcca","se",37.05946497,-90.122517,9,18,2013,3.1,261,NA,NA,NA
"677",677,"N","NS252S0","sora",0,2,"ditch","dcca","se",37.05898401,-90.126762,9,18,2013,3.1,261,NA,NA,NA
"678",678,"N","NS253S0","sora",0,2,"ditch","dcca","se",37.05898301,-90.126773,9,18,2013,3.1,261,NA,NA,NA
"679",679,"A","AF336S1","sora",1,3,"ditch","dcca","se",37.058938,-90.113095,10,14,2013,3.1,287,NA,NA,NA
"680",680,"D","DD426S0","sora",0,3,"ditch","dcca","se",37.05888201,-90.126774,10,14,2013,3.1,287,NA,NA,NA
"681",681,"D","DD440S1","sora",1,3,"ditch","dcca","se",37.05847599,-90.124524,10,14,2013,3.1,287,NA,NA,NA
"682",682,"N","NS242S0","sora",0,2,"ditch","dcca","se",37.05828002,-90.128445,9,18,2013,3.1,261,NA,NA,NA
